perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
Bvlgari Splendida Magnolia Sensuel,"A fresh floral fragrance with jasmine and tangerine that leaves vitality and excitement with soft sensual fragrance. This fragrance touch your heart and soul for long hours in the day and night.
About the brand:
Bvlgari is an ancient Italian parfume house founded by Sotrios Voulgary in Italy in 1884 and has replaced the letter ""U"" with the letter ""V"" in the name of the company following the old Latin language which is the language of his native country Greece, and opened the first outlet for parfumes produced in 1905 in Via de Condotti Here he presented a collection of the most luxurious and elegant men and women parfumes, and soon became famous and opened sales outlets in the international markets in New York, Geneva and others around the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_bvlgari_perfumes_splendida_magnolia_sensuel_for_women_eau_de_perfum_783320977343.jpg,Bvlgari,70,Women,Perfume,Romantic,Fruity,100 ml,2017,Eau de Parfum,"Orange flowers, tangerines","Jasmine, orange flowers","Flower of mangolia, vanilla, musk, patchouli",en,png,750x750,"Tous Les Jours Perfume Day 110, Loewe Aura Loewe Floral, Goutal Paris Vanille Exquise EDT"
Ojar Halwa Kiss EDP,"Nothing goes beyong the luxurious charm of the orient with the glowing notes of saffron on top.
The charming heart reaches deeply to your soul with notes of rose and fresh intense oud.
Don't hesitate to add the details of your elegance to get attention easily.
The intense perfume oil is for both men and women, providing a glowing aromatic scent.
About the brand:
Ojar is a well-known brand in the Arab world. It's considered a cornerstone in the life of the business woman Hind Bahwan who offered several creative fragrances that balance between modernity and heritage. The brand depends on the finest materials from all over the world.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/6/3665032001103-ojar-eau-de-parfum---halwa-kiss-15ml.png,OJAR,272,Unisex,Perfume,Charismatic,Oriental,15 ml,2021,Eau de Parfum,"Cardamom, Saffron, Pistachio","Iris, Rose, Pink Pepper","Patchouli, Incense, Leather",en,png,750x750,"Trussardi Black Extreme, Tous Les Jours Classic, Two Mark Leather EDP"
Miu Miu Twist,"It's a floral woody fragrance designed for joyful woman who knows how to spend her amazing moments to keep unforgettable memories. The sensual composition has notes of apple blossom, cedar and pink amber, providing a surprising scent that keeps you energetic and full of enthusiasm.
About the brand:
Miu Miu is an Italian high fashion women's clothing and accessory brand established in 1993. It is a fully owned subsidiary of Prada. It excels in producing trending designer products for their customers. Miu Miu has a great global reputation in the global industry.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614225291487-miu-miu-miu-miu-twist-_w_-edp-100-ml.jpg,Miu Miu,255,Women,Perfume,Romantic,Floral,100 ml,2019,Eau de Parfum,Vert de bergamot,Apple blossom,"Cedarwood, Pink amber accord",en,png,750x750,"Montale Intense Pepper, Paris Hilton For Men EDT, The Finest Amber EDP - 100 ml"
Dolce & Gabbana The One Mysterious Night,"A fragrance for men from the oriental spice family, masculine and very attractive, made especially for the distinctive and bold man, with a blend of saffron, oud, and tonka.
About the brand:
Dolce & Gabbana was established in 1985 by two Italian fashion designers. Dolce & Gabbana has not only managed to build a loyal customer base in such a short span of time but it also partnered with Motorola and Sony Ericson for multiple campaigns. D&G has also partnered with football clubs namely AC Milan and Chelsea FC.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/_/d_g_the_one_exclusive_edition_1_.jpg,Dolce & Gabbana,109,Men,Perfume,Extravagant,Oriental,100 ml,2018,Eau de Parfum,"Saffron, Grapefruit","Rose, Oud, Sage","Amber, Woody Notes, Labdanum, Tonka Bean.",en,png,750x750,"Diesel Spirit Of The Brave EDT, Xerjoff Naxos EDP, Van Cleef & Arpels California Reverie"
Perfume Co. Velvet Vanilla EDP - 100 ml,"Designed for the modern woman, delicate yet intoxicating. The opening notes of fresh pink pepper & orange blossom gently give way to the softness of vanilla, to complement a youthful, vibrant character.
About the brand:
Perfume Co has fostered the concept of elegance & unconventional to design this special collection for you. This brand has successfully created four fragrances to establish scents that resemble modernity & a rich classical element.
*Approved by the Saudi Food & Drug Authority",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/e/perfume-co-velvet-vanilla.png,Perfume Co.,294,Women,Perfume,Romantic,Floral Oriental,100 ml,2019,Eau de Parfum,Pink Pepper,Orange Blossom,Vanilla,en,png,750x750,"Montale Day Dreams, Hermes Twilly D'Hermes Charming Twilly Limited Edition, Hugo Boss Orange Man EDT"
Kenzo Jungle Homme,"This spicy woody fragrance for men is inspired by the wild zebra, providing you an irresistably refreshing scent. The blend of cinnamon, amber and cedarwood represents the desire for space, freedom and emotions.
About the brand:
Kenzo is a French brand that specializes in fashion and offering luxurious parfumes. In 1970, the brand was founded by Japanese designer Kenzo Takada. It became famous for using the Japanese-influenced style offering outstanding products.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_kenzo_perfumes_jungle_homme_for_men_eau_de_toilette.jpg,Kenzo,197,Men,Perfume,Romantic,Woody,100 ml,1998,Eau de Toilette,"Cinnamon, bergamot, lemon, linden","nutmeg, clove, amber, pepper, cardamom","sandalwood, benzoin, guaiac wood, vetiver, cedarwood.",en,png,750x750,"Marly Byerley, Calvin Klein CK One Gold, Hermes Terre D'Hermes"
Dunhill London Alfred EDT,"A new novel of elegance and aromatic luxury written for you by the aroma of musk and enchanting creamy sandal.
Enjoy all the days and nights of Spring and Autumn with the lively and refreshing blend of red apple and delicate jasmine.
The fragrance changes according to the way you look to fit your your night events, as well as your busy and noisy days.
Tonka beans and vanilla are added to the fragrance to captivate your soul and enhance your feeling of calmness and comfort and to increase your sense of confidence until the last moments.
About the brand:
Alfred Dunhill Limited (known as Dunhill) is a British luxury goods brand, specializing in ready-to-wear, custom and bespoke menswear, leather goods, and accessories. The company is based in London where it also owns and operates a leather workshop. Dunhill is currently owned by Richemont Holdings Limited and managed by CEO Andrew Maag.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/5/85715803016-dunhill-dunhill-london-for-men-_m_-edt-100-ml-100-ml-1.png,Dunhill,113,Men,Perfume,Romantic,Floral,100 ml,2008,Eau de Toilette,"Jasmine, Patchouli","Geranium, Musk, Sandalwood","Rose, Tonka Bean, Vanilla, Red Apple",en,png,750x750,"Givenchy Dahlia Divin Le Nectar de Parfum EDP, Fendi Fan Di Fendi Leather Essence, Kilian Woman In Gold Refillable EDP"
Van Cleef & Arpels Bois D'Iris,"Van Cleef & Arpels Bois D'Iris EDP for women is really a prestigious fragrance. The parfume starts with an amazing and rare blend of sweet notes. It also combines vetiver and wood, to offer a unique feeling. The base notes consist of vanilla and amber balm.
About the brand:
Van Cleef & Arpels is one of the leading brands in the world of jewelry, watches and parfumes, which was founded in 1896 by Salmon Arpels and Alfred Van Cleef. They opened their first store in Paris in 1906.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_van_cleef___arpels_perfumes_bois_d_iris_for_unisex_eau_de_perfum.jpg,Van Cleef & Arpels,366,Women,Perfume,Romantic,Woody,75 ml,2009,Eau de Parfum,"Iris, french frankincense, and incense","Amber, and dried wood","Vetiver, ambergris, vanilla and sugar.",en,png,750x750,"Giorgio Beverly Hills G, Hermes Un Jardin Sur Le Nil, Fendi Fan Di Fendi Extreme"
Atkinsons Mint & Tonic,"This citrus fragrance takes you to a walk in the English potter's gardens with its fresh green mint that raises your spirit and improves your mood.
About the brand:
A large brand in the world of parfumes as well as ancient, its first appearance in London was in 1799 by James Atkinson who became the parfume for the royal family in 1826 then the company moved to be based in Italy and launched its first parfume in the markets Important 1860 and its versions are still consecutive until 2038",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8002135152274_atkinsons_mint_tonic_edp_100_ml.jpg,Atkinsons,41,Unisex,Perfume,Extravagant,Citrus,100 ml,2018,Eau de Parfum,"Green lemon, grapefruit, mint","Clove Bud, Tonka Beans, White Wood, Ylang","Bergamot, Calabrian lemon, Musk",en,png,750x750,"Creed Pure White Cologne Le Royal Exclusives, The Different Company After Midnight Refill - 100 ml, Elie Saab Essence No.6 Vetiver"
Memo Paris Cuirs Nomades Sicilian Leather EDP,"This fragrance offers you a new and unique experience.
A warm and lively fragrance that gives you a feeling of freshness and comfort.
A sparkling, vibrant fragrance that helps you look elegant and attractive.
The fragrance is enriched with the finest luxurious natural materials to give you a special touch that catches the attention of everyone around you.
About the brand:
Memo Paris is a French perfume brand, founded in 2007 by Clara Molloy and her husband John. Their luxurious fragrances are made from the finest ingredients around the world.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3700458602487-memo-memo-cuirs-nomades-sicilian-leather-_u_-edp-75-ml.png,Memo Paris,245,Unisex,Perfume,Dynamic,Citrus,75 ml,2021,Eau de Parfum,"Bergamot, Cardamom, Coriander","Orange Flowers, Hawthorn, Roses","Musk, Cedar, Amber, Cashmere",en,png,750x750,"S.T. Dupont Essence Pure, Chopard Happy Spirit, Burberry Summer"
Hermes Le Jardin De Monsier Li EDT,"A novel and distinctive aromatic experience reveals refreshing citrus drops.
The fragrance adds luxurious and elegant classic touches to your appearance that dazzle the eyes of all attendees immediately with your first look and stay intense and steady with you.
The scent suits men and women alike and accompanies you in your special occasions to appear superior to everyone with your classy appearance.
About the brand:
Hermes is a French classy goods company, founded by Thierry Hermes in 1837. It mainly focused on equestrian accessories, which has evolved gradually into leather handbags, scarves, accessories, fashion and perfumes. The company's perfumes are distinguished by their high quality, as the company chooses the components of its perfumes very carefully to launch distinctive and unique perfumes. The earliest edition was manufactured in 1944 and the latest one in 2021. Hermes perfumes were created in cooperation with the most talented perfumers, including Maurice Morin, FranÃƒÂ§ois Morin, Jean-Louis Ciuszac, Jan Guichard, Jay Robert.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346132600044-hermes-hermes-le-jardin-de-monsier-li-_u_-edt-50-ml-1.jpg,Hermes,158,Unisex,Perfume,Dynamic,Citrus,50 ml,2015,Eau de Toilette,Sambak Jasmine,Bergamot,"Orange, Mint",en,png,750x750,"One Word Syzygy EDP - 100 ml, Hermes Twilly D'Hermes Charming Twilly Limited Edition, Gucci Bloom Gocce di Fiori"
Olibere Le Jardin De La Reine EDP,"A wonderful fragrance, perfect for both men and women who love sophistication.
The fragrance is characterized by a distinctive combination of natural ingredients with unique aromas.
The fragrance increases your self-confidence and makes you spend your time with ease and freshness
This perfume is the perfect companion for you in all your special occasions, its fragrance remains with you for as long as possible.
The fragrance comes in a unique package that also makes it the perfect gift to your loved one.
About the brand:
Olibere is a new French perfume brand inspired by the aesthetics of films. Each perfume has its own short film. The first fragrance was released in 2014 and the latest one in 2018. Its fragrances are unique in their scents and of the highest quality in their craftsmanship. Olibere perfumes were created in collaboration with perfumers Bertrand Duchaufour, Amelie Bourgeois and Luca Maffei.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3760245890343-olibere-mo-le-jardin-de-la-reine--edp-100-ml-1.png,Olibere,273,Unisex,Perfume,Sensual,Floral,50 ml,2018,Eau de Parfum,"Litchi, Bergamot","lily of the Valley, Violet leaf, Rose, Heliotrope, Iris, Carnation","Patchouli, Incense, Sandalwood, Vanilla",en,png,750x750,"The Different Company Sublime Balkiss, Nicolai Patchouli Intense, Tom Ford Cafe Rose"
Tous Les Jours Perfume Day 292,"For both men and women, this elegant scent is designed to suit you on every occasion. The composition features a blend of coffee, tobacco and incense notes, releasing a wonderful fragrance with a sensual touch that fills your spirits with positivity and vitality.
About the brand:
Tous Les Jours is a Saudi brand that offers a wide variety of perfumes under the slogan of brands for every day perfume, and it takes into account the different material capabilities of customers, while maintaining the characteristics of quality and stability in its products, especially With the quality of the fragrance and the shape of the package. As it uses the finest oils imported from the best French and Swiss sources. The marketing department manages more than 244 points of sale throughout the Kingdom of Saudi Arabia alone, and the number increases to new sites and more in new countries every year.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/2000292-tous-les-jours-tous-les-jours-perfume-day-292-1.png,Tous Les Jours,356,Unisex,Perfume,Natural,Citrus,55 ml,2019,Eau de Parfum,"Hemp, leaves","resins, wood, coffee, tobacco","incense, oud",en,png,750x750,"Wadi Halfa Square Wooden Incense Burner - Decorated With Crystals, Batalat Mubkhara Smart, Batalat Moroccan Normal Oud - 28 g"
